,Unnamed: 0,Route,Unnamed: 2,Conc,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Excipients
92,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,7 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;28 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
93,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
94,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,10 in 1 BAG;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;,"crospovidone  ,magnesium stearate ,microcrystalline cellulose ,polyvinyl alcohol, unspecified ,silicon dioxide ,starch, corn ,talc "
95,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,10 in 1 BAG;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;,"crospovidone  ,magnesium stearate ,microcrystalline cellulose ,polyvinyl alcohol, unspecified ,silicon dioxide ,starch, corn ,talc "
96,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,10 in 1 BAG;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
97,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,1 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
98,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,,,,,,,,,,,,,,,,,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;28 in 1 BOTTLE; Type 0: Not a Combination Product;,
99,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,"6 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;14 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;10 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;30 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","cellulose, microcrystalline ,hypromellose 2910  ,magnesium stearate ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
100,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,titanium dioxide "
101,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOLS (UNII: 3WJQ0SDW1A), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,"30 in 1 BOTTLE, PLASTIC;","cellulose, microcrystalline ,hypromelloses ,magnesium stearate ,polyethylene glycols ,silicon dioxide ,sodium starch glycolate type a potato ,starch, corn "
102,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycols (UNII: 3WJQ0SDW1A), ,,,30 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
103,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycols (UNII: 3WJQ0SDW1A), ,,,"30 in 1 BOTTLE, PLASTIC;","cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
104,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,"6 in 1 BOTTLE, PLASTIC;14 in 1 BOTTLE, PLASTIC;20 in 1 BOTTLE, PLASTIC;30 in 1 BOTTLE, PLASTIC;","cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
105,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,"100 in 1 BOTTLE, PLASTIC;4 in 1 BOTTLE, PLASTIC;6 in 1 BOTTLE, PLASTIC;10 in 1 BOTTLE, PLASTIC;14 in 1 BOTTLE, PLASTIC;15 in 1 BOTTLE, PLASTIC;20 in 1 BOTTLE, PLASTIC;21 in 1 BOTTLE, PLASTIC;28 in 1 BOTTLE, PLASTIC;30 in 1 BOTTLE, PLASTIC;60 in 1 BOTTLE, PLASTIC;","cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
106,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,"14 in 1 BOTTLE, PLASTIC;20 in 1 BOTTLE, PLASTIC;30 in 1 BOTTLE, PLASTIC;60 in 1 BOTTLE, PLASTIC;","cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
107,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,magnesium stearate ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
108,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,"10 in 1 BOX, UNIT-DOSE;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;","hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
109,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,"10 in 1 BOX, UNIT-DOSE;10 in 1 BLISTER PACK; Type 0: Not a Combination Product;","hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
110,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,10 in 1 BOTTLE;,"cellulose, microcrystalline ,hypromellose 2910  ,magnesium stearate ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
111,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,21 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
112,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;21 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,magnesium stearate ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
113,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,2 in 1 BOTTLE; Type 0: Not a Combination Product;4 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
114,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
115,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,10 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
116,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,"10 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;14 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;6 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;28 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;20 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;30 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;2 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;4 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
117,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,"6 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
118,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,"20 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
119,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycols (UNII: 3WJQ0SDW1A), ,,,20 in 1 BOTTLE;30 in 1 BOTTLE;15 in 1 BOTTLE;06 in 1 BOTTLE;10 in 1 BOTTLE;14 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
